0.000000,3.438646e-03,3.795608e-03,-1.571955e-04,1.889060e-01,9.708144e-01,-1.923272e-04
0.001000,3.437752e-03,3.798063e-03,-1.571774e-04,1.826331e-01,9.719750e-01,-1.922086e-04
0.002000,3.436859e-03,3.800519e-03,-1.571593e-04,1.763448e-01,9.730557e-01,-1.920870e-04
0.003000,3.435965e-03,3.802974e-03,-1.571412e-04,1.700576e-01,9.741361e-01,-1.919655e-04
0.004000,3.435072e-03,3.805429e-03,-1.571231e-04,1.637550e-01,9.751365e-01,-1.918411e-04
0.005000,3.434178e-03,3.807885e-03,-1.571050e-04,1.574545e-01,9.761365e-01,-1.917167e-04
0.006000,3.433285e-03,3.810341e-03,-1.570869e-04,1.511386e-01,9.770565e-01,-1.915893e-04
0.007000,3.432391e-03,3.812796e-03,-1.570688e-04,1.448259e-01,9.779759e-01,-1.914621e-04
0.008000,3.431498e-03,3.815252e-03,-1.570507e-04,1.384978e-01,9.788152e-01,-1.913319e-04
0.009000,3.430604e-03,3.817708e-03,-1.570326e-04,1.321739e-01,9.796538e-01,-1.912018e-04
0.010000,3.429711e-03,3.820164e-03,-1.570145e-04,1.258346e-01,9.804124e-01,-1.910688e-04
0.011000,3.428818e-03,3.822621e-03,-1.569964e-04,1.195005e-01,9.811701e-01,-1.909359e-04
0.012000,3.427924e-03,3.825077e-03,-1.569783e-04,1.131511e-01,9.818477e-01,-1.908001e-04
0.013000,3.427031e-03,3.827534e-03,-1.569602e-04,1.068079e-01,9.825244e-01,-1.906643e-04
0.014000,3.426137e-03,3.829990e-03,-1.569421e-04,1.004494e-01,9.831209e-01,-1.905257e-04
0.015000,3.425244e-03,3.832447e-03,-1.569240e-04,9.409814e-02,9.837164e-01,-1.903872e-04
0.016000,3.424351e-03,3.834904e-03,-1.569059e-04,8.773156e-02,9.842317e-01,-1.902458e-04
0.017000,3.423457e-03,3.837361e-03,-1.568878e-04,8.137336e-02,9.847459e-01,-1.901045e-04
0.018000,3.422564e-03,3.839818e-03,-1.568697e-04,7.499979e-02,9.851799e-01,-1.899603e-04
0.019000,3.421671e-03,3.842275e-03,-1.568516e-04,6.863565e-02,9.856127e-01,-1.898163e-04
0.020000,3.420778e-03,3.844733e-03,-1.568335e-04,6.225614e-02,9.859653e-01,-1.896694e-04
0.021000,3.419884e-03,3.847190e-03,-1.568154e-04,5.588712e-02,9.863167e-01,-1.895226e-04
0.022000,3.418991e-03,3.849648e-03,-1.567973e-04,4.950274e-02,9.865877e-01,-1.893730e-04
0.023000,3.418098e-03,3.852106e-03,-1.567792e-04,4.312988e-02,9.868576e-01,-1.892235e-04
0.024000,3.417204e-03,3.854563e-03,-1.567611e-04,3.674168e-02,9.870471e-01,-1.890712e-04
0.025000,3.416311e-03,3.857021e-03,-1.567430e-04,3.036606e-02,9.872354e-01,-1.889190e-04
0.026000,3.415418e-03,3.859480e-03,-1.567248e-04,2.397509e-02,9.873432e-01,-1.887640e-04
0.027000,3.414525e-03,3.861938e-03,-1.567067e-04,1.759776e-02,9.874500e-01,-1.886092e-04
0.028000,3.413631e-03,3.864396e-03,-1.566886e-04,1.120509e-02,9.874762e-01,-1.884515e-04
0.029000,3.412738e-03,3.866855e-03,-1.566705e-04,4.827105e-03,9.875013e-01,-1.882941e-04
0.030000,3.411845e-03,3.869313e-03,-1.566524e-04,-1.566203e-03,9.874457e-01,-1.881337e-04
0.031000,3.410952e-03,3.871772e-03,-1.566343e-04,-7.943783e-03,9.873893e-01,-1.879737e-04
0.032000,3.410058e-03,3.874231e-03,-1.566162e-04,-1.433667e-02,9.872520e-01,-1.878108e-04
0.033000,3.409165e-03,3.876690e-03,-1.565981e-04,-2.071279e-02,9.871139e-01,-1.876481e-04
0.034000,3.408272e-03,3.879149e-03,-1.565800e-04,-2.710419e-02,9.868949e-01,-1.874826e-04
0.035000,3.407379e-03,3.881608e-03,-1.565619e-04,-3.347778e-02,9.866752e-01,-1.873174e-04
0.036000,3.406485e-03,3.884067e-03,-1.565438e-04,-3.986664e-02,9.863745e-01,-1.871493e-04
0.037000,3.405592e-03,3.886527e-03,-1.565257e-04,-4.623665e-02,9.860733e-01,-1.869816e-04
0.038000,3.404699e-03,3.888986e-03,-1.565076e-04,-5.262190e-02,9.856909e-01,-1.868109e-04
0.039000,3.403805e-03,3.891446e-03,-1.564895e-04,-5.898727e-02,9.853082e-01,-1.866407e-04
0.040000,3.402912e-03,3.893906e-03,-1.564714e-04,-6.536786e-02,9.848442e-01,-1.864675e-04
